LLANISHEN RESERVOIR,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4093,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.84,4.62,4.00,2.41,5.19,4.18,6.65,4.57,8.71,1.86,6.28,
February,1.58,0.03,4.61,8.76,0.61,5.47,3.47,3.73,4.40,1.26,0.67,
March,3.89,2.78,3.59,1.61,1.87,0.54,0.49,3.58,4.37,0.56,2.59,
April,4.71,0.62,3.00,2.94,3.19,2.83,2.16,1.73,1.52,0.34,3.36,
May,3.90,1.96,1.35,2.91,4.74,4.57,2.17,1.45,1.07,2.91,1.54,
June,2.80,0.02,1.13,0.89,2.61,0.02,1.69,3.67,2.66,2.81,0.75,
July,5.05,1.14,4.46,2.03,5.58,4.43,1.97,4.32,2.37,2.22,2.85,
August,2.04,2.83,3.70,4.09,5.97,5.41,4.11,5.21,3.65,3.32,5.47,
September,2.73,3.20,3.31,3.46,6.90,5.66,1.32,7.12,0.65,0.43,4.62,
October,3.45,1.96,1.43,6.76,5.70,6.03,3.76,3.38,6.86,5.61,5.10,
November,2.33,3.25,1.87,3.65,3.68,2.49,8.42,5.86,4.67,10.04,4.72,
December,4.89,2.60,6.38,4.16,6.55,3.49,0.24,3.12,4.49,7.86,4.54,
Total,43.21,25.01,38.83,43.67,52.59,45.12,36.45,47.74,45.42,39.22,42.49,
Calc annual,43.21,25.01,38.83,43.67,52.59,45.12,36.45,47.74,45.42,39.22,42.49,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
